sentence	label
self-hatred and 	0
, a routine crime thriller remarkable only for its lack of logic and misuse of two fine actors , morgan freeman and ashley judd . 	0
a touching , transcendent love story 	1
unsympathetic hero 	0
the fantastic and 	1
pays off , 	1
be a lot better if it pared down its plots and characters to a few rather than dozens ... or if it were subtler ... or if it had a sense of humor 	0
kinetic enough to engross even the most antsy youngsters 	1
buy the soundtrack 	1
certainly does n't disappoint . 	1
of those films that started with a great premise and then just fell apart 	0
a treatise on spirituality 	1
all the pleasure of a handsome and well-made entertainment 	1
also is difficult to fathom . 	0
it 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy 	0
by-the-numbers yarn . 	0
an engrossing story about a horrifying historical event 	1
transcend 	1
teddy bears ' picnic ranks among the most pitiful directing 	0
the metaphors are provocative 	1
spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry . 	1
a film with almost as many 	1
for all the wrong reasons besides . 	0
remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats ) 	0
's best 	1
funny , sexy , 	1
subtlety has never been his trademark 	0
lookin ' for sin , american-style ? 	0
all the way to the credits 	1
a lovably old-school hollywood confection 	1
milder is n't better 	0
, unassuming , subordinate 	0
there 's a heavy stench of ` been there , done that ' hanging over the film . 	0
lots of effort and intelligence are on display but 	1
worthless , from its pseudo-rock-video opening 	0
inspire 	1
boils down to a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years . 	0
a slightly naughty , just-above-average off - broadway play 	1
bliss 	1
jackie chan movies are a guilty pleasure - he 's easy to like and always leaves us laughing 	1
endearing about it 	1
a visual style that incorporates rotoscope animation for no apparent reason except 	0
, longley 's film lacks balance ... and fails to put the struggle into meaningful historical context . 	0
is brilliant , really . 	1
a heartfelt romance 	1
a generous , inspiring film that unfolds with grace and humor and gradually 	1
's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd . 	0
skip the film 	0
a movie that understands characters must come first 	1
bubba ho-tep 's clearly evident quality 	1
we a sick society 	0
very well 	1
for the best 	1
has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them . 	0
you 'll trudge out of the theater feeling as though you rode the zipper after eating a corn dog and an extra-large cotton candy . 	0
's not very well shot or composed or edited 	0
having been slimed in the name of high art 	0
uncomfortable 	0
gutsy 	1
's sweet , funny , charming , and completely delightful 	1
me no lika da accents so good , 	0
seems endless 	1
oo many of these gross 	0
most disappointing 	0
cinematic tone poem 	1
entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn . 	1
most likeable 	1
shyamalan 's gifts 	1
that makes his films so memorable 	1
, it 's goofy ( if not entirely wholesome ) fun 	1
why anyone should bother remembering it 	0
edge to it 	1
high-octane thriller 	1
admire the film 's stately nature and 	1
compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality 	1
this is a remake by the numbers , linking a halfwit plot to a series of standup routines in which wilson and murphy show how funny they could have been in a more ambitious movie . 	0
like a tarantino movie with heart , alias betty is richly detailed , deftly executed and utterly absorbing . 	1
ca n't help but get caught up in the thrill of the company 's astonishing growth 	1
lightweight but appealing 	1
did we really need a remake of `` charade ? 	0
, unfaithful is at once intimate and universal cinema . 	1
mind-numbingly awful that you hope britney wo n't do it one more time , as far as movies 	0
pathetic exploitation film 	0
some writer dude , i think his name was , uh , michael zaidan , was supposed to have like written the screenplay or something , but , dude 	1
heartbreak 	0
you know the picture is in trouble . 	0
, poorly structured 	0
to one of demme 's good films 	1
is instead about as fresh as last week 's issue of variety . 	0
the none-too-original premise 	0
broomfield has a rather unique approach to documentary . 	1
operates nicely 	1
this film can only point the way -- but thank goodness for this signpost . 	1
proves that not only blockbusters pollute the summer movie pool . 	0
enjoyably 	1
idol 's 	1
be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality 	1
amaze 	1
believable 	1
suck 	0
it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling . 	0
zzzzzzzzz 	0
fiercely intelligent 	1
the chateau belongs to rudd , whose portrait of a therapy-dependent flakeball spouting french malapropisms ... is a nonstop hoot 	1
sustain the buoyant energy level of the film 's city beginnings 	1
vapid actor 's exercise 	0
relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft . 	1
cram too many ingredients 	0
at existing photos 	1
it gets harder and harder to understand her choices 	1
rather special 	1
brutally honest individual 	1
because panic room is interested in nothing more than sucking you in ... and making you sweat 	1
worst thing 	0
we often reel in when we should be playing out 	0
the mood , look and tone of the film fit the incredible storyline to a t. 	1
the action clichés 	0
somewhat clumsy 	0
sane person 	1
evokes the bottom tier of blaxploitation flicks from the 1970s 	0
that what we have here is a load of clams left in the broiling sun for a good three days 	0
unexpectedly insightful 	1
greatest play 	1
nothing new 	0
`` sorority boys '' was funnier , and that movie was pretty bad . 	0
a movie where the most notable observation is how long you 've been sitting still 	0
the story feels like the logical , unforced continuation of the careers of a pair of spy kids 	1
has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted 	0
the grease 	0
acted ... but 	0
clooney 's ) debut can be accused of being a bit undisciplined 	0
languorous charm 	1
convincing and radiant 	1
offer any new insight 	1
breach gaps in their relationships with their fathers 	1
as stick figures reading lines from a teleprompter 	0
a pleasant and engaging enough 	1
brutal and funny 	1
the tasteful little revision works wonders , enhancing the cultural and economic subtext , bringing richer meaning to the story 's morals . 	1
while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity . 	0
most surprising thing 	1
its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director roger avary . 	0
is a funny , puzzling movie ambiguous enough to be engaging and oddly moving . 	1
go-for-broke acting that heralds something special 	1
seems content to dog-paddle in the mediocre end of the pool , and it 's a sad , sick sight . 	0
builds its multi-character story with a flourish 	1
it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen 	0
rare quality 	1
crafted , and well executed 	1
... a triumph of emotionally and narratively complex filmmaking . 	1
, i was entranced . 	1
its critical backlash 	0
disconnects 	0
very stupid and annoying . 	0
no doubt that this film asks the right questions at the right time in the history of our country 	1
so believable that you feel what they feel 	1
to check your brain at the door 	0
dramatic punch and depth 	1
drug abuse , infidelity and death are n't usually comedy fare , but turpin 's film allows us to chuckle through the angst 	1
's just another cartoon with an unstoppable superman . 	0
although sensitive to a fault , it 's often overwritten , with a surfeit of weighty revelations , flowery dialogue , and nostalgia for the past and roads not taken . 	0
to smash its face in 	0
the most compelling performance of the year adds substantial depth to this shocking testament to anti-semitism and neo-fascism . 	1
plays it straight , turning leys ' fable into a listless climb down the social ladder . 	0
it 's like rocky and bullwinkle on speed , but that 's neither completely enlightening , nor does it catch the intensity of the movie 's strangeness . 	0
a fullness 	1
` top of the world ' 	1
, movies like ghost ship will be used as analgesic balm for overstimulated minds . 	0
the summer 's most pleasurable movies 	1
, all-enveloping movie experience 	1
a poky and pseudo-serious exercise in sham actor workshops and an affected malaise . 	0
acting that could be any flatter 	0
a wonderfully warm human drama that remains vividly in memory long after viewing 	1
'' is the phenomenal , water-born cinematography by david hennings 	1
confidently orchestrated 	1
a pleasing , often-funny comedy 	1
loses himself to the film 's circular structure to ever offer any insightful discourse on , well , love in the time of money . 	0
i 'm not even a fan of the genre 	0
gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements 	1
sits there like a side dish no one ordered 	0
merely ( and literally ) tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense . 	0
has all the hallmarks of a movie designed strictly for children 's home video , a market so insatiable it absorbs all manner of lame entertainment , as long as 3-year-olds find it diverting 	0
a submarine movie with the unsettling spookiness of the supernatural 	1
all the bad things in the world / 	0
to get inside you and stay there for a couple of hours 	1
a pack of dogs who are smarter than him 	0
a rip-off 	0
good performances and a realistic , non-exploitive approach 	1
more good than great but freeman and judd make it work . 	1
anarchy 	0
to please others 	1
that would have been better off staying on the festival circuit 	0
like having two guys yelling in your face for two hours 	0
murk 	0
breathes life 	1
degrades its characters , its stars and its audience 	0
, and as easy to be bored by as your abc 's , 	0
it 's dark but has wonderfully funny moments ; 	1
are the lively intelligence of the artists and their perceptiveness about their own situations 	1
with all the boozy self-indulgence that brings out the worst in otherwise talented actors 	0
inane 	0
bluer than the atlantic and more biologically detailed than an autopsy , the movie 	1
a heartfelt story 	1
payne has created a beautiful canvas 	1
give i am trying to break your heart an attraction it desperately needed 	0
one of the best rock documentaries ever . 	1
bogged down in earnest dramaturgy 	0
throwing out so many red herrings , so many false scares , 	0
the acting is fine but the script is about as interesting as a recording of conversations at the wal-mart checkout line . 	0
bring fresh , unforced naturalism to their characters 	1
juiced with enough energy and excitement 	1
anemic , 	0
any way of gripping what its point is 	0
an ingenious and often harrowing look at damaged people and how families can offer either despair or consolation . 	1
pink floyd tickets 	1
visualize schizophrenia 	0
funny and fun 	1
one well-timed explosion in a movie can be a knockout , but a hundred of them can be numbing . 	0
accumulate like lint in a fat man 's navel . 	0
a weird , arresting little ride . 	1
a heavy stench of ` been there , done 	0
its visual appeal 	1
an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life . 	1
is simply too overdone . 	0
's yet another cool crime movie that actually manages to bring something new into the mix . 	1
worth seeing just for weaver and lapaglia . 	1
collateral 	1
's the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name . 	0
the success of undercover brother 	1
shoot 	0
reaffirming washington as possibly the best actor working in movies today 	1
achieves its main strategic objective 	1
more complex and honest 	1
badly cobbled look 	0
they fascinate in their recklessness . 	1
as aimless as an old pickup skidding completely out of control on a long patch of black ice 	0
an electric pencil sharpener 	1
is not quite the career peak 	0
has layered , well-developed characters and some surprises 	1
fewer deliberate laughs , more inadvertent ones and stunningly trite 	0
sucks you in and dares you not to believe it 	1
a plodding teen remake 	0
low-key romantic comedy 	1
overcomes 	1
even when it drags , we are forced to reflect that its visual imagination is breathtaking 	1
it 's an interesting effort ( particularly for jfk conspiracy nuts ) , and 	1
high crimes carries almost no organic intrigue as a government / marine/legal mystery 	0
fascinating psychological fare 	1
glued to the screen 	1
it must be the end of the world : the best film so far this year is a franchise sequel starring wesley snipes . 	1
the movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . '' 	0
fails on so many levels 	0
this tale has been told and retold 	0
as the cinematic equivalent of high humidity 	0
'm not exactly sure what this movie thinks it is about . 	0
will certainly succeed in alienating most viewers 	0
have used my two hours better watching being john malkovich again 	0
delightful stimulus 	1
you 'll want things to work out 	1
memorable and resourceful performances 	1
be genuinely satisfying 	1
a useless movie 	0
like the best of godard 's movies ... it is visually ravishing , penetrating , impenetrable . 	1
( the kid 's ) just too bratty for sympathy , and as the film grows to its finale , his little changes ring hollow 	0
life-affirming message 	1
charmless 	0
is nothing to sneeze at these days 	1
dickens evergreen : the exuberant openness with which he expresses our most basic emotions 	1
`` red dragon '' never cuts corners . 	1
complex , laden with plenty of baggage and 	0
we do n't get williams ' usual tear and a smile , just sneers and bile , 	0
sweaty-palmed fun 	1
be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love 	1
often contradictory 	0
plotting 	1
, and better 	1
a teen movie with a humanistic message 	1
crush is so warm and fuzzy you might be able to forgive its mean-spirited second half . 	1
of those unassuming films that sneaks up on you and stays with you long after you have left the theater 	1
this bold move works 	1
from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor stephen rea 	0
a negligible work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents 	0
breaks no new ground and treads old turf like a hippopotamus ballerina 	0
assuredly 	1
there 's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes . 	0
becomes the last thing you would expect from a film with this title or indeed from any plympton film : boring . 	0
involving aragorn 's dreams of arwen , this is even better than the fellowship . 	1
bracing intelligence and a vision both painterly and literary 	1
muddled and 	0
a return ticket 	0
starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points 	0
the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run 	0
thought-provoking and often-funny drama 	1
about one in three gags in white 's intermittently wise script hits its mark 	1
has enough moments to keep it entertaining 	1
tacky and reprehensible 	0
's painful to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama 	0
most offensive action 	0
does give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity . 	1
strangely tempting bouquet 	1
's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress . 	0
treasure 	1
, in an irresistible junior-high way , 	1
explores the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children . 	1
the ambiguous ending seem goofy rather than provocative 	0
slap-happy 	1
commanding 	1
the nifty premise 	1
in the dullest kiddie flicks 	0
clue you in that something 's horribly wrong 	0
you 're gon na like this movie . 	1
a bid to hold our attention 	0
an impressive roster of stars and direction from kathryn bigelow 	1
the masses with star power , a pop-induced score and sentimental moments 	1
disguise that he 's spiffing up leftovers that are n't so substantial or fresh 	0
too fast 	0
shines on all the characters , as the direction is intelligently accomplished 	1
genuinely moving and wisely unsentimental drama 	1
a sad and rote exercise 	0
overcome the film 's manipulative sentimentality and annoying stereotypes 	0
drag as soon as the action speeds up 	0
the direction is intelligently accomplished 	1
did n't care 	0
big fat liar is little more than home alone raised to a new , self-deprecating level . 	0
if it 's unnerving suspense you 're after -- you 'll find it with ring , an indisputably spooky film ; with a screenplay to die for 	1
all the pieces fall together without much surprise , but little moments give it a boost 	1
overall , it 's a very entertaining , thought-provoking film with a simple message : god is love . 	1
raise audience 's spirits and leave them singing long after the credits roll 	1
is that they 're stuck with a script that prevents them from firing on all cylinders 	0
the finest films 	1
such a good job of it 	1
as endearing and easy 	1
put to find a movie character more unattractive or odorous ( than leon ) 	0
manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in . 	1
toward the light -- the light of the exit sign 	0
endless 	0
is part of the fun 	1
, the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside . 	1
a few zingers aside , the writing is indifferent , and jordan brady 's direction is prosaic . 	0
an inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more . 	0
of a play that only ever walked the delicate tightrope between farcical and loathsome 	0
is fluid and quick 	1
the picture 's fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed . 	1
inventive and mordantly humorous 	1
cold , gray , antiseptic and emotionally desiccated 	0
dull , a road-trip movie that 's surprisingly short of both adventure and song 	0
fresh point 	1
improves 	1
that neatly and effectively captures the debilitating grief 	1
what 's the russian word for wow !? ' 	1
that makes michael jordan jealous 	0
proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies 	0
the story plays out slowly , but the characters are intriguing and realistic . 	1
thoughtful and surprisingly affecting portrait 	1
surprisingly charming and even witty match 	1
, by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails 	1
the complex , politically charged tapestry of contemporary chinese life this exciting new filmmaker has brought to the screen 	1
check your brain 	0
is ) so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits . 	0
we make underneath such a mountain of clichés and borrowed images 	0
few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as nesbitt 's cooper looks when the bullets stop flying . 	1
quiet , adult and just about more stately than any contemporary movie this year ... a true study , a film with a questioning heart and mind that is n't afraid to admit it does n't have all the answers . 	1
is the stuff that disney movies are made of 	1
a fun one 	1
miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet . 	1
destined to be measured against anthony asquith 's acclaimed 1952 screen adaptation . 	1
that is more accurate than anything i have seen in an american film 	1
bad , bad movie 	0
a deceptively simple premise 	1
ponderous and charmless 	0
a mesmerizing cinematic poem 	1
because the movie is ugly to look at and not a hollywood product 	0
, thought-provoking new york fest 	1
most brilliant and brutal uk crime film 	1
subject us to boring , self-important stories of how horrible we are to ourselves and each other 	0
an epic rather than 	1
quite entertaining 	1
one can honestly describe as looking , sounding and simply feeling like no other film in recent history 	1
delivers more than its fair share of saucy hilarity . 	1
's soulful and unslick 	0
linger long after this film has ended 	1
carries much of the film with a creepy and dead-on performance . 	1
does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy . 	0
's unique and quirky about canadians 	1
utterly pointless 	0
virtuoso 	1
should see it as soon as possible 	1
does n't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution 	0
petter næss ' delicate , clever direction ... and 	1
find a compelling dramatic means of addressing a complex situation 	1
frothy ` date movie 	1
the comic effects of jealousy 	1
this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life . 	0
play like the worst kind of hollywood heart-string plucking 	0
this has layered , well-developed characters and some surprises . 	1
all the pieces fall together without much surprise , but 	1
chasing who 	1
motivated by nothing short of dull , brain-deadening hangover 	0
a halfway intriguing plot 	1
faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance . 	0
in charm 	1
having had all its vital essence scooped out and discarded 	0
to be a collection taken for the comedian at the end of the show 	0
it appears not to have been edited at all 	0
horrendously amateurish filmmaking that is plainly dull and visually ugly when it is n't incomprehensible . 	0
about refracting all of world war ii through the specific conditions of one man , and more about that man 	1
in clichés and mawkish dialogue 	0
striking about jolie 's performance 	1
sour , bloody and mean 	0
, it 's the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth . 	1
true emotional connection or identification frustratingly 	1
counter the crudity 	0
, marshall keeps the energy humming , and his edits , unlike those in moulin rouge , are crisp and purposeful without overdoing it . 	1
with mcconaughey in an entirely irony-free zone and bale reduced mainly to batting his sensitive eyelids 	0
most famous 	1
huppert ... is magnificent 	1
is the cast , particularly the ya-yas themselves 	1
enjoyably fast-moving 	1
, storytelling fails to provide much more insight than the inside column of a torn book jacket . 	0
clockstoppers if you have nothing better to do with 94 minutes . 	0
is smarter and subtler than ( total recall and blade runner ) , although its plot may prove too convoluted for fun-seeking summer audiences 	1
strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss 	1
composed delivery 	1
to plant smile-button faces on that segment of the populace that made a walk to remember a niche hit 	1
're in luck . 	1
the courage 	1
the historical , philosophical 	1
reach the emotion or timelessness of disney 's great past , or even that of more recent successes such as `` mulan '' or `` tarzan 	1
if you 're looking for a story , do n't bother . 	0
absurd plot twists 	0
a gloriously goofy way 	1
impish 	0
a movie that takes such a speedy swan dive from `` promising '' 	0
altogether darker side 	0
an achingly enthralling premise , 	1
crossing-over mumbo jumbo , manipulative sentimentality 	0
the funniest moments 	1
well-put-together 	1
the film has an infectious enthusiasm and we 're touched by the film 's conviction that all life centered on that place , that time and that sport . 	1
confident enough 	1
with humor and lightness 	1
feels stitched together from stock situations and characters from other movies 	0
a solid , 	1
the worst movies of one year 	0
the lead actor phones in his autobiographical performance 	0
almost saccharine domestic interludes 	1
whatever complaints i might have , i 'd take ( its ) earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor 's club any time . 	1
makes a nice album 	1
halfhearted 	0
moulin rouge 	1
very good acting 	1
bad singer-turned actors 	0
's a shame 	0
eerily accurate depiction of depression . 	0
giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective 	1
is a wonderful thing 	1
like mike is n't going to make box office money that makes michael jordan jealous , but it has some cute moments , funny scenes , and hits the target audience ( young bow wow fans ) - with nothing but net 	1
the negative and the script 	0
i have a feeling that i would have liked it much more if harry & tonto never existed 	0
fails . 	0
soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation . 	1
begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy 	0
cookie-cutter action scenes 	0
invulnerable as its trademark villain 	1
mr. clooney , mr. kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster . 	1
escapes the precious trappings of most romantic comedies , infusing into the story 	1
different ( and better ) 	1
-- casting excellent latin actors of all ages -- 	1
is still very much worth seeing 	1
bizarre , implausible 	0
pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood 	1
minac drains his movie of all individuality 	0
are lean and tough enough to fit in any modern action movie 	1
is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party . 	1
a heartwarming , nonjudgmental kind 	1
ca n't rescue this effort 	0
dramatically forceful , and beautifully shot 	1
pushiness and decibel 	0
journalistically dubious , inept 	0
has a gentle , unforced intimacy that never becomes claustrophobic 	1
is grotesque and boring 	0
a little uneven to be the cat 's meow 	0
gives us episodic choppiness , undermining the story 's emotional thrust 	0
the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them . 	1
ugly digital video 	0
a cross between blow and boyz n the hood , this movie strives to be more , but does n't quite get there . 	0
a party worth attending 	1
seems inconceivable 	0
for a reasonably intelligent person to get through the country bears 	0
insulted 	0
entertainment opportunism at its most glaring 	0
the charm of the first movie 	1
the charms of the lead performances 	1
clever and unexpected 	1
no unifying rhythm or visual style 	0
're gon na like this movie 	1
too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain 	0
the absolute last thing we need hollywood doing to us 	0
for some robust and scary entertainment 	1
agile 	1
turn in perfectly executed and wonderfully sympathetic characters , who are alternately touching and funny . 	1
it 's tough to tell which is in more abundant supply in this woefully hackneyed movie , directed by scott kalvert , about street gangs and turf wars in 1958 brooklyn -- stale cliches , gratuitous violence , or empty machismo . 	0
the sad schlock merchant 	0
opening up 	1
superficial midlife crisis 	0
the soulful development of two rowdy teenagers 	1
is so slovenly done , so primitive in technique , that it ca n't really be called animation . 	0
for purposes of bland hollywood romance 	0
uneven , self-conscious but often hilarious spoof . 	1
passionate enthusiasms 	1
i like my christmas movies with more elves and snow and less pimps and ho 's . 	0
the hot topics of the plot are relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty . 	1
incredible storyline 	1
came handed down from the movie gods on a silver platter 	1
to have ransacked every old world war ii movie for overly familiar material 	0
remote , emotionally distant piece 	0
sweet and memorable film 	1
though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché . 	0
und drung , but explains its characters ' decisions only unsatisfactorily . 	0
reign of fire is hardly the most original fantasy film ever made 	0
difficult and 	0
a lot to recommend read my lips 	1
that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything 	0
watch if you only had a week to live 	1
turned them into a 90-minute movie that feels five hours long 	0
imagine that even very small children will be impressed by this tired retread 	0
lacking a depth 	0
enthralling drama 	1
refreshingly realistic 	1
is definitely a director to watch 	1
will be on video long before they grow up and you can wait till then 	0
putrid writing , direction and timing 	0
fewer gags to break the tedium 	0
unless it happens to cover your particular area of interest 	0
ebullient affection 	1
, the film unfolds with all the mounting tension of an expert thriller , until the tragedy beneath it all gradually reveals itself . 	1
at its best moments 	1
lulled into a coma 	0
to pull together easily accessible stories that resonate with profundity 	1
's hard to imagine acting that could be any flatter . 	0
minor-league soccer remake 	0
`` soon-to-be-forgettable '' section 	0
a sweet , tender sermon about a 12-year-old welsh boy more curious about god 	1
but because it has a bigger-name cast , it gets a full theatrical release 	1
( the characters ' ) misery 	0
sugar '' admirably 	1
elegant work 	1
the personal touch of manual animation 	1
it 's as if solondz had two ideas for two movies , could n't really figure out how to flesh either out 	0
's so badly made on every level that i 'm actually having a hard time believing people were paid to make it . 	0
be delightfully compatible 	1
great character 	1
orange county '' is far funnier than it would seem to have any right to be . 	1
every bit as filling as the treat of the title 	1
starts out strongly before quickly losing its focus , point and purpose in a mess of mixed messages , over-blown drama and bruce willis with a scar 	0
screenplay to keep the film entertaining 	1
of tumbleweeds blowing through the empty theaters 	0
with the subject of love head-on 	1
performers who rarely work in movies now 	1
be fertile sources of humor 	1
for something as splendid-looking as this particular film 	1
peter mattei 's love in the time of money sets itself apart by forming a chain of relationships that come full circle to end on a positive ( if tragic ) note 	1
low-grade 	0
is so resolutely 	1
the rare directors who feels acting is the heart and soul of cinema 	1
comes at film with bracing intelligence and a vision both painterly and literary . 	1
melodramatic paranormal romance is an all-time low for kevin costner . 	0
can not help but love cinema paradiso , whether the original version or new director 's cut 	1
the script boasts some tart tv-insider humor , but the film has not a trace of humanity or empathy 	0
shafer to navigate spaces both large ... and small ... with considerable aplomb 	1
the worst elements of all of them 	0
see this piece of crap 	0
pulls back from the consequences of its own actions and revelations 	0
's quite fun in places . 	1
leonine power 	1
remind us of how very bad a motion picture can truly be 	0
is never any question of how things will turn out 	0
expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) 	0
pointless , stupid 	0
norton has to recite bland police procedural details , fiennes wanders around in an attempt to seem weird and distanced 	0
the worst sin 	0
piece , a model of menacing atmosphere . 	1
too immature and unappealing to care about 	0
by a winning family story 	1
insightful moments 	1
the folly of superficiality 	0
essentially a collection of bits -- 	0
shot but dull and ankle-deep ` epic . ' 	0
director charles stone iii applies more detail to the film 's music than to the story line ; what 's best about drumline is its energy 	1
into a pulpy concept that , in many other hands would be completely forgettable 	0
invites unflattering comparisons 	0
provides an accessible introduction as well as some intelligent observations on the success of bollywood in the western world 	1
approach to the workplace romantic comedy 	1
period-perfect 	1
the dialogue is cumbersome 	0
last orders nurtures the multi-layers of its characters , allowing us to remember that life 's ultimately a gamble and last orders are to be embraced . 	1
flows forwards and back , weaving themes among three strands which allow us to view events as if through a prism 	1
undemanding armchair tourists 	0
's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair . 	1
so lackluster 	0
good and ambitious film 	1
to be bored by as your abc 's 	0
a tough pill to swallow 	0
crafted , and well 	1
lonely 	0
any easier to sit through than this hastily dubbed disaster 	0
enjoyable undercover brother 	1
the movie spends more time with schneider than with newcomer mcadams , even though her performance is more interesting ( and funnier ) than his . 	0
climax and , worst of all 	0
likely to seduce and conquer 	1
lazy tearjerker 	0
are becoming irritating 	0
an enthralling 	1
sustain an enjoyable level of ridiculousness 	1
the filmmakers know how to please the eye , but 	1
is plainly dull and visually ugly when it is n't incomprehensible 	0
the most wondrous of all hollywood fantasies -- 	1
of the company 's astonishing growth 	1
with an admirably dark first script by brent hanley 	1
-- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama 	0
, glaring and unforgettable . 	1
ever to look as if it were being shown on the projection television screen of a sports bar 	0
-- ever so gracefully -- 	1
a sentimental but entirely irresistible portrait of three aging sisters . 	1
, harvard man is something rare and riveting : a wild ride that relies on more than special effects . 	1
authentically impulsive humor 	1
environmental pollution 	0
vignettes which only prove that ` zany ' does n't necessarily mean ` funny 	0
will find millions of eager fans 	1
weave a protective cocoon around his own ego 	0
knockoff . 	0
disgusted 	0
enough substance 	1
unfortunately , it runs for 170 	0
the flowering of the south korean cinema 	1
of this so-called satire 	0
, scarily funny , sorrowfully sympathetic to the damage it surveys 	1
a powerful emotional wallop 	1
full circle 	1
a shoddy male hip hop fantasy 	0
seem odd bedfellows 	0
a chilling movie 	1
its elbows sticking out where the knees should be 	0
charm 	1
a grim future 	0
deserve better . 	0
that rare film whose real-life basis is , in fact , so interesting that no embellishment is needed . 	1
also need movies like tim mccann 's revolution no. 9 . 	1
is an actress works as well as it does because ( the leads ) are such a companionable couple . 	1
the film runs on a little longer than it needs to -- muccino either does n't notice when his story ends or just ca n't tear himself away from the characters -- 	0
swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements 	1
